J;JQIDA44KR;13199526;0,11;5;Green Meat;0,18;0,68;magas
B;XIYYGVE0X;1694671;0,49;14
J;RIURB47XU;563610;0,32;3;chatGPT for president project;0,42;0,92;alacsony
B;EGKDTBO;78009750;0,42;2
B;Y2ZUYQG;35566284;0,32;20
B;EMUL38N;22553860;0,89;1
J;LT8O8DXPDP;16849267;0,56;18;TechniXXX;0,13;0,43;mersekelt
B;UC3Y0HO;55309066;0,24;12
J;TONC66X;33556768;0,59;15;Qubit;0,11;0,42;mersekelt
B;GWX8WVAB;49910326;0,61;14
B;Q8B8ECDRNB;98554764;0,65;2
B;CPLHPYGXW;10397421;0,84;11
B;SAUOC0WT;6349359;0,45;13
J;JD40R56LT;35915163;0,31;6;Searching UFO;0,29;0,75;magas
B;XDGQKKG;91195763;0,47;10
B;R14Y/0P;50160108;0,68;7
J;QG04HWBJ3D;82206672;0,97;9;PlayStation;0,41;0,63;mersekelt
B;IR9OFQSMN;43933146;0,38;17
B;UCQLRBUSV;83932635;0,38;3
B;W2UTLGX;69342816;0,50;8
B;N1AFTFE;60000511;0,99;15
B;T45FVPGBLT;75864153;0,79;5
B;SW1G3ETVB;88912826;0,68;5
J;E11VH9DT;12391119;0,62;1;Searching UFO;0,20;0,58;mersekelt
J;OL6P6Q5Y;20794994;0,80;13;How to live longer;0,33;0,41;mersekelt
J;XJ365GPR;23648025;0,17;2;Twitter;0,14;0,41;alacsony
J;OG32MZ41F;63075736;0,19;15;Dreher;0,46;0,71;magas
B;EGXOP4TE;49712840;0,70;5
B;RALCBDX6AB;16151245;0,91;6
J;H7GYOMO5Y9O;26093972;0,27;10;TechniXXX;0,18;0,84;magas
B;HWP8VUQ;11408501;0,86;12
J;JJGI8ECG;40245863;0,64;4;Space X;0,07;0,96;alacsony
B;B72SZ8HZ;40820190;0,83;18
B;O6WBB8J5Z;37844627;0,45;17
J;J8BTI2PWP;71139200;0,15;2;Researching projects on IIS;0,18;0,36;alacsony
B;DCQWWI0G;5170208;0,44;20
B;TI45N1KWG;51294988;0,18;16
B;YI4BZWFX;88736928;0,76;7
B;TFA0NQYZ;97574529;0,98;3
J;MIY0TPNUMO;14815816;0,11;18;Qubit;0,14;0,24;magas
B;FZ418/HWCA;14917954;0,36;6
J;FB/X491WF;1521498;0,25;1;Researching projects on IIS;0,28;0,94;mersekelt
J;EA6X0CU;89467496;0,39;15;NASA;0,22;0,58;mersekelt
J;IX5TOL0FL;64116468;0,39;2;Coca Cola;0,17;0,53;alacsony
B;ITSTQ6XO;3446093;0,48;17
B;EYYQ2ASL;24378212;0,02;5
J;BF0LZAWLX;33363614;0,60;16;Help Trisolaris;0,18;0,46;mersekelt
J;LX4R3CO1G;27913928;0,49;3;TechniXXX;0,37;0,87;magas
B;N7K76C9S;55071906;0,25;20
B;BXCIEP35NQ;96478388;0,68;14
B;OZC4C1T5C;15703200;0,81;4
B;J3T3XQ9R;53559305;0,61;19
J;UMW04UC;49809925;0,70;7;How to live longer;0,44;0,71;alacsony
B;QQ0U0APVQI;99661708;0,96;3
B;PIK4N4AJU;24630360;0,12;20
B;BX6SCRT;13546540;0,52;6
B;L6BHDXE1TG;6883516;0,58;15
B;FE1TS9YZ;82826284;0,14;20
B;F1YDWCIM;29199763;0,55;10
B;KOPRO8L;10269575;0,06;6
B;XXGR02X7DX;15095425;0,50;11
B;STR5RM9L;20933609;0,16;11
B;FSNQGSTX;52904942;0,29;8
B;M6N59BH;62746608;0,97;17
B;RJRK3XZUC;79854077;0,65;3
J;J4W10L/LVRI;37463722;0,30;19;PlayStation;0,43;0,70;alacsony
B;X40JO9GK;4520158;0,18;19
J;KI05IB4Y;67249494;0,68;20;TechniXXX;0,26;0,30;alacsony
J;AT6058/NW;71202390;0,25;3;Google;0,41;0,48;mersekelt
J;K/RH9KV9U;60063593;0,89;9;OTP;0,19;0,20;mersekelt
B;B3RQUM61Z;77322684;0,20;11
B;S15IW13D;78016296;0,84;1
B;SJAG6IVQF;6110865;0,26;20
J;XT8EOJY;95650145;0,03;4;Dreher;0,48;0,72;magas
B;P4Z3/0W3A;6119793;0,32;9
J;J24EFRZ7R;55899943;0,29;17;TechniXXX;0,18;0,77;mersekelt
B;YZ17GHK;7977354;0,71;8
B;JB67ALJ;10402688;0,05;19
B;E8BU2KJKS;32515191;0,11;17
B;VOJH2SX;6504697;0,79;14
B;MJTH5QU2ET;382904;0,19;17
B;X/ZNH300F8F;62772063;0,60;13
B;G07N3XR;54885902;0,20;17
B;HGEF3EAN;71892778;0,61;3
J;NLZ7UOGL;92582165;0,23;12;Dreher;0,41;0,61;mersekelt
B;ECYVHHXW;20666913;0,16;6
B;ZXNCQTO;76536753;0,41;9
B;GGX49Z6GF;65206148;0,54;18
J;B8CAR3VXCM;47676435;0,70;2;Dreher;0,47;0,54;alacsony
B;Y3TYBWSDLM;30983001;0,81;12
B;NMH90H0Z;83457766;0,09;1
B;NYNTX95O7W;44165769;0,67;20
B;O6BAZAPV;61546241;0,29;8
B;A2XKA2CP;16822164;0,78;4
B;DP3C9EJRG;91091228;0,32;9
J;TQFM7MJEN;90855555;0,97;12;Costa Coffee;0,47;0,59;magas
B;OL3P1UWJHO;16467781;0,99;2
B;QVQ6IXR;64127736;0,13;11
B;SM77KZVMW;88025117;0,19;2
B;U69LS23GH;20523857;0,69;1
J;G0C5R2HJ;77025464;0,93;9;chatGPT for president project;0,08;0,21;mersekelt
B;P3AJNW7D;55011206;0,64;15
B;ZQG2427V;70508940;0,77;1
B;GNRG0A6HFD;10651138;0,52;11
B;H7ZW2LE;68794304;0,92;12
B;QWX7LLZ;93237971;0,06;3
B;WUOMYFDK;94589534;0,42;16
B;DE/NYXCN;54738363;0,73;7
J;XFQYZ4PZD;58578021;0,20;11;Google;0,16;0,29;alacsony
B;N3FTBVH;86414849;0,46;19
B;F0SHK92V;99456623;0,07;1
B;Y3MVX60BG;85345783;0,65;7
B;P7U60V53KI;6291927;0,87;20
J;HOZSZN78Y;82362464;0,82;11;Help Trisolaris;0,49;0,92;alacsony
B;CRXAO2DST;56411384;0,19;7
B;VYYOJV2X;29464018;0,58;9
B;AMUHLDH0YN;3649413;0,05;9
B;XUXX7TGU;89165866;0,11;19
J;YRUEPDGD;57901070;0,02;1;Green Meat;0,30;0,96;alacsony
B;SADAET3Y6W;51770178;0,55;7
B;L7N5SGY2VKJ;4927876;0,70;5
J;WZY0VKJ4L;53017373;0,39;1;Coca Cola;0,05;0,15;magas
B;DW0GTS5R1DI;34760004;0,64;2
B;NYU9CDBZU;611519;0,52;11
B;CHA1K/U86XJ;73408479;0,76;1
J;EUEDXLH;95628249;0,20;6;NASA;0,39;0,61;alacsony
B;SIDJ6P0E;58743948;0,41;10
B;JBJAVGM;72371560;0,67;17
J;M07MO65NSQ;46530927;0,74;10;Twitter;0,16;0,85;magas
B;DS/PC/SZO;37736268;0,75;11
B;LN0GXZM;13764375;0,91;4
J;BCEDMST8S;94815807;0,65;13;TechniXXX;0,33;0,91;mersekelt
B;W5DQUIF;43386502;0,33;14
B;QEJIYUXYMM;32417901;0,36;3
J;O818Y8MVQK;34130847;0,81;1;Space X;0,43;0,80;mersekelt
J;XJD5Y4EA8A;88479394;0,09;9;Qubit;0,43;0,79;mersekelt
